File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF261JCG	bed narrowPeak	peaks	ENCSR009KLQ	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-KLF16-human	DNA					False	2016-11-08	ENCODE				1, 2							ENCFF203ABR, ENCFF237AJA, ENCFF836CXT	7265713	ENCODE Processing Pipeline	7cd6688c366135d81b26f3260734e698		https://www.encodeproject.org/files/ENCFF261JCG/@@download/ENCFF261JCG.bed.gz	hg19			released	missing genetic modification characterization	characterization(s) pending review		missing control alignments
ENCFF649DTF	bed narrowPeak	peaks	ENCSR009KLQ	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-KLF16-human	DNA					False	2016-11-08	ENCODE				2							ENCFF203ABR, ENCFF237AJA	7159985	ENCODE Processing Pipeline	10c5e7198e03e2408ad159610e2ed94e		https://www.encodeproject.org/files/ENCFF649DTF/@@download/ENCFF649DTF.bed.gz	hg19			released	missing genetic modification characterization	characterization(s) pending review		missing control alignments
ENCFF317DRJ	bed narrowPeak	conservative idr thresholded peaks	ENCSR009KLQ	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-KLF16-human	DNA					False	2016-11-08	ENCODE				1, 2							ENCFF001TDO, ENCFF141OZE, ENCFF261JCG, ENCFF649DTF	553539	ENCODE Processing Pipeline	7d5e6fbde8fe4565c3f4aaa4ccdefa7c		https://www.encodeproject.org/files/ENCFF317DRJ/@@download/ENCFF317DRJ.bed.gz	hg19			released	missing genetic modification characterization	characterization(s) pending review		missing control alignments
ENCFF776BWX	bed narrowPeak	optimal idr thresholded peaks	ENCSR009KLQ	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-KLF16-human	DNA					False	2016-11-08	ENCODE				1, 2							ENCFF001TDO, ENCFF141OZE, ENCFF261JCG, ENCFF649DTF	560467	ENCODE Processing Pipeline	422806e8b5cdb93aa6017a33d6d92015		https://www.encodeproject.org/files/ENCFF776BWX/@@download/ENCFF776BWX.bed.gz	hg19			released	missing genetic modification characterization	characterization(s) pending review		missing control alignments
ENCFF635DPR	bed narrowPeak	peaks	ENCSR770AOR	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-ELF3-human	DNA					False	2016-11-08	ENCODE				1							ENCFF314YLR	6472967	ENCODE Processing Pipeline	bb70bec264514723cc6b0cf4eb09fa16		https://www.encodeproject.org/files/ENCFF635DPR/@@download/ENCFF635DPR.bed.gz	GRCh38			released	missing genetic modification characterization	characterization(s) pending review		missing control alignments
ENCFF553NCT	bed narrowPeak	peaks	ENCSR770AOR	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-ELF3-human	DNA					False	2016-11-08	ENCODE				2							ENCFF560LJI	5922585	ENCODE Processing Pipeline	03e0dbbe92051c0c80422fe45900d730		https://www.encodeproject.org/files/ENCFF553NCT/@@download/ENCFF553NCT.bed.gz	GRCh38			released	missing genetic modification characterization	characterization(s) pending review		missing control alignments
ENCFF663IJW	bed narrowPeak	peaks	ENCSR770AOR	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-ELF3-human	DNA					False	2016-11-08	ENCODE				1, 2							ENCFF314YLR, ENCFF560LJI	6756522	ENCODE Processing Pipeline	64bec2c29938de9368b75658101d503b		https://www.encodeproject.org/files/ENCFF663IJW/@@download/ENCFF663IJW.bed.gz	GRCh38			released	missing genetic modification characterization	characterization(s) pending review		missing control alignments
ENCFF503PQW	bed narrowPeak	conservative idr thresholded peaks	ENCSR770AOR	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-ELF3-human	DNA					False	2016-11-08	ENCODE				1, 2							ENCFF419RSJ, ENCFF553NCT, ENCFF635DPR, ENCFF663IJW	654812	ENCODE Processing Pipeline	3d6df4efbeb02674e3f0891516727fc1		https://www.encodeproject.org/files/ENCFF503PQW/@@download/ENCFF503PQW.bed.gz	GRCh38			released	missing genetic modification characterization	characterization(s) pending review		missing control alignments
ENCFF080FAU	bed narrowPeak	optimal idr thresholded peaks	ENCSR770AOR	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-ELF3-human	DNA					False	2016-11-08	ENCODE				1, 2							ENCFF419RSJ, ENCFF553NCT, ENCFF635DPR, ENCFF663IJW	661301	ENCODE Processing Pipeline	c2795217ad917b360aedd062434237a1		https://www.encodeproject.org/files/ENCFF080FAU/@@download/ENCFF080FAU.bed.gz	GRCh38			released	missing genetic modification characterization	characterization(s) pending review		missing control alignments
ENCFF233SWX	bed narrowPeak	peaks	ENCSR770AOR	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-ELF3-human	DNA					False	2016-11-08	ENCODE				1							ENCFF137QSY, ENCFF203ABR	6895557	ENCODE Processing Pipeline	5e56bccc1a809447eda14f2747cc3bcc		https://www.encodeproject.org/files/ENCFF233SWX/@@download/ENCFF233SWX.bed.gz	hg19			released	missing genetic modification characterization	characterization(s) pending review		missing control alignments
ENCFF894NFO	bed narrowPeak	peaks	ENCSR770AOR	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-ELF3-human	DNA					False	2016-11-08	ENCODE				2							ENCFF203ABR, ENCFF812EKJ	6541321	ENCODE Processing Pipeline	961785eb39b5f3d1069b55b9e75f0702		https://www.encodeproject.org/files/ENCFF894NFO/@@download/ENCFF894NFO.bed.gz	hg19			released	missing genetic modification characterization	characterization(s) pending review		missing control alignments
ENCFF759QMB	bed narrowPeak	peaks	ENCSR770AOR	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-ELF3-human	DNA					False	2016-11-08	ENCODE				1, 2							ENCFF137QSY, ENCFF203ABR, ENCFF812EKJ	7076285	ENCODE Processing Pipeline	9d6ceb166229080c2f53437081afea86		https://www.encodeproject.org/files/ENCFF759QMB/@@download/ENCFF759QMB.bed.gz	hg19			released	missing genetic modification characterization	characterization(s) pending review		missing control alignments
ENCFF405DSY	bed narrowPeak	conservative idr thresholded peaks	ENCSR770AOR	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-ELF3-human	DNA					False	2016-11-08	ENCODE				1, 2							ENCFF001TDO, ENCFF233SWX, ENCFF759QMB, ENCFF894NFO	677633	ENCODE Processing Pipeline	f05f810940d183e9ac8d32887b6c8319		https://www.encodeproject.org/files/ENCFF405DSY/@@download/ENCFF405DSY.bed.gz	hg19			released	missing genetic modification characterization	characterization(s) pending review		missing control alignments
ENCFF712TCJ	bed narrowPeak	optimal idr thresholded peaks	ENCSR770AOR	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-ELF3-human	DNA					False	2016-11-08	ENCODE				1, 2							ENCFF001TDO, ENCFF233SWX, ENCFF759QMB, ENCFF894NFO	683051	ENCODE Processing Pipeline	f98bd0e50928b4854de250c17a364d3a		https://www.encodeproject.org/files/ENCFF712TCJ/@@download/ENCFF712TCJ.bed.gz	hg19			released	missing genetic modification characterization	characterization(s) pending review		missing control alignments
ENCFF033FPH	bed narrowPeak	peaks	ENCSR616WEG	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-HBP1-human	DNA					False	2016-06-14	ENCODE				1							ENCFF023YTY, ENCFF431UUS	5772340	ENCODE Processing Pipeline	39683ebee60031adbe311d028e998ee2		https://www.encodeproject.org/files/ENCFF033FPH/@@download/ENCFF033FPH.bed.gz	hg19			released	borderline replicate concordance, control low read depth, missing genetic modification characterization, low read depth	characterization(s) pending review		
ENCFF321CVZ	bed narrowPeak	peaks	ENCSR616WEG	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-HBP1-human	DNA					False	2016-06-14	ENCODE				2							ENCFF023YTY, ENCFF998QTY	5704291	ENCODE Processing Pipeline	3a4a420538d55f87d738e99cc9182c37		https://www.encodeproject.org/files/ENCFF321CVZ/@@download/ENCFF321CVZ.bed.gz	hg19			released	borderline replicate concordance, control low read depth, missing genetic modification characterization, low read depth	characterization(s) pending review		
ENCFF216XJM	bed narrowPeak	peaks	ENCSR616WEG	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-HBP1-human	DNA					False	2016-06-14	ENCODE				1, 2							ENCFF023YTY, ENCFF431UUS, ENCFF998QTY	6582693	ENCODE Processing Pipeline	1ad7135f68daaa9c5045222c4fa8a456		https://www.encodeproject.org/files/ENCFF216XJM/@@download/ENCFF216XJM.bed.gz	hg19			released	borderline replicate concordance, control low read depth, missing genetic modification characterization, low read depth	characterization(s) pending review		
ENCFF104YWL	bed narrowPeak	optimal idr thresholded peaks	ENCSR616WEG	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-HBP1-human	DNA					False	2016-06-14	ENCODE				1, 2							ENCFF001TDO, ENCFF033FPH, ENCFF216XJM, ENCFF321CVZ	277454	ENCODE Processing Pipeline	a50703f33fc1527de3069617ddc8f8e1		https://www.encodeproject.org/files/ENCFF104YWL/@@download/ENCFF104YWL.bed.gz	hg19			released	borderline replicate concordance, control low read depth, missing genetic modification characterization, low read depth	characterization(s) pending review		
ENCFF682HTY	bed narrowPeak	conservative idr thresholded peaks	ENCSR616WEG	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-HBP1-human	DNA					False	2016-06-14	ENCODE				1, 2							ENCFF001TDO, ENCFF033FPH, ENCFF216XJM, ENCFF321CVZ	261559	ENCODE Processing Pipeline	56a27d0d26012d331e05e7373e332d14		https://www.encodeproject.org/files/ENCFF682HTY/@@download/ENCFF682HTY.bed.gz	hg19			released	borderline replicate concordance, control low read depth, missing genetic modification characterization, low read depth	characterization(s) pending review		
ENCFF803QBG	bed narrowPeak	peaks	ENCSR616WEG	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-HBP1-human	DNA					False	2016-06-14	ENCODE				2							ENCFF238MUN, ENCFF582CVJ	5576011	ENCODE Processing Pipeline	5ed56f858dd89b356d9a1bfe09bd37fb		https://www.encodeproject.org/files/ENCFF803QBG/@@download/ENCFF803QBG.bed.gz	GRCh38			released	borderline replicate concordance, control low read depth, missing genetic modification characterization, low read depth	characterization(s) pending review		
ENCFF889YMR	bed narrowPeak	peaks	ENCSR616WEG	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-HBP1-human	DNA					False	2016-06-14	ENCODE				1, 2							ENCFF238MUN, ENCFF582CVJ, ENCFF684QYE	6357492	ENCODE Processing Pipeline	021e9cc9006edbe78b61b61243410013		https://www.encodeproject.org/files/ENCFF889YMR/@@download/ENCFF889YMR.bed.gz	GRCh38			released	borderline replicate concordance, control low read depth, missing genetic modification characterization, low read depth	characterization(s) pending review		
ENCFF616EFB	bed narrowPeak	peaks	ENCSR616WEG	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-HBP1-human	DNA					False	2016-06-14	ENCODE				1							ENCFF582CVJ, ENCFF684QYE	5625225	ENCODE Processing Pipeline	6577ee32e8ae74255e911ca8ff0945aa		https://www.encodeproject.org/files/ENCFF616EFB/@@download/ENCFF616EFB.bed.gz	GRCh38			released	borderline replicate concordance, control low read depth, missing genetic modification characterization, low read depth	characterization(s) pending review		
ENCFF894AWT	bed narrowPeak	optimal idr thresholded peaks	ENCSR616WEG	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-HBP1-human	DNA					False	2016-06-14	ENCODE				1, 2							ENCFF419RSJ, ENCFF616EFB, ENCFF803QBG, ENCFF889YMR	271769	ENCODE Processing Pipeline	7f336872fcf0ecec2bda327fb60c37ce		https://www.encodeproject.org/files/ENCFF894AWT/@@download/ENCFF894AWT.bed.gz	GRCh38			released	borderline replicate concordance, control low read depth, missing genetic modification characterization, low read depth	characterization(s) pending review		
ENCFF369GTZ	bed narrowPeak	peaks	ENCSR683CSF	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				ZNF207-human	DNA					False	2016-09-20	ENCODE				1							ENCFF172XZA, ENCFF843IXX, ENCFF849SYR	7087951	ENCODE Processing Pipeline	ff4d1db30a92eec13493cd4d147e5046		https://www.encodeproject.org/files/ENCFF369GTZ/@@download/ENCFF369GTZ.bed.gz	hg19			released	antibody characterized with exemption			
ENCFF694FNL	bed narrowPeak	peaks	ENCSR683CSF	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				ZNF207-human	DNA					False	2016-09-20	ENCODE				1, 2							ENCFF172XZA, ENCFF643ZMZ, ENCFF843IXX, ENCFF849SYR	7209442	ENCODE Processing Pipeline	7dca838ec1f00758de9795ff56b14502		https://www.encodeproject.org/files/ENCFF694FNL/@@download/ENCFF694FNL.bed.gz	hg19			released	antibody characterized with exemption			
ENCFF139NXQ	bed narrowPeak	conservative idr thresholded peaks	ENCSR683CSF	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				ZNF207-human	DNA					False	2016-09-20	ENCODE				1, 2							ENCFF001TDO, ENCFF369GTZ, ENCFF459AGI, ENCFF694FNL	14596	ENCODE Processing Pipeline	0ef4116ffbfb11ee387d7b4b00ab8e62		https://www.encodeproject.org/files/ENCFF139NXQ/@@download/ENCFF139NXQ.bed.gz	hg19			released	antibody characterized with exemption			
ENCFF459AGI	bed narrowPeak	peaks	ENCSR683CSF	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				ZNF207-human	DNA					False	2016-09-20	ENCODE				2							ENCFF172XZA, ENCFF643ZMZ, ENCFF843IXX	6911516	ENCODE Processing Pipeline	1a845ed94bfe8693ff218e902f99088a		https://www.encodeproject.org/files/ENCFF459AGI/@@download/ENCFF459AGI.bed.gz	hg19			released	antibody characterized with exemption			
ENCFF556DEP	bed narrowPeak	optimal idr thresholded peaks	ENCSR683CSF	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				ZNF207-human	DNA					False	2016-09-20	ENCODE				1, 2							ENCFF001TDO, ENCFF369GTZ, ENCFF459AGI, ENCFF694FNL	26931	ENCODE Processing Pipeline	c521f53794c533f3c0ed06c7b4434069		https://www.encodeproject.org/files/ENCFF556DEP/@@download/ENCFF556DEP.bed.gz	hg19			released	antibody characterized with exemption			
ENCFF671CFA	bed narrowPeak	peaks	ENCSR683CSF	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				ZNF207-human	DNA					False	2016-09-20	ENCODE				2							ENCFF024FHS, ENCFF475DWJ, ENCFF621RXC	6825729	ENCODE Processing Pipeline	34482067aa65d2579518c9749aa4ae00		https://www.encodeproject.org/files/ENCFF671CFA/@@download/ENCFF671CFA.bed.gz	GRCh38			released	antibody characterized with exemption			
ENCFF578EQB	bed narrowPeak	peaks	ENCSR683CSF	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				ZNF207-human	DNA					False	2016-09-20	ENCODE				1, 2							ENCFF024FHS, ENCFF447SWP, ENCFF475DWJ, ENCFF621RXC	7210847	ENCODE Processing Pipeline	b949b7c86bdf1da9ab26569595996ab4		https://www.encodeproject.org/files/ENCFF578EQB/@@download/ENCFF578EQB.bed.gz	GRCh38			released	antibody characterized with exemption			
ENCFF543JZA	bed narrowPeak	peaks	ENCSR683CSF	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				ZNF207-human	DNA					False	2016-09-20	ENCODE				1							ENCFF447SWP, ENCFF475DWJ, ENCFF621RXC	7053185	ENCODE Processing Pipeline	aa5352cfe284e0575c50018cc1eb305f		https://www.encodeproject.org/files/ENCFF543JZA/@@download/ENCFF543JZA.bed.gz	GRCh38			released	antibody characterized with exemption			
ENCFF657ZXY	bed narrowPeak	optimal idr thresholded peaks	ENCSR683CSF	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				ZNF207-human	DNA					False	2016-09-20	ENCODE				1, 2							ENCFF419RSJ, ENCFF543JZA, ENCFF578EQB, ENCFF671CFA	28650	ENCODE Processing Pipeline	90e070720592457688833e78ff33b515		https://www.encodeproject.org/files/ENCFF657ZXY/@@download/ENCFF657ZXY.bed.gz	GRCh38			released	antibody characterized with exemption			
ENCFF802SQS	bed narrowPeak	conservative idr thresholded peaks	ENCSR683CSF	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				ZNF207-human	DNA					False	2016-09-20	ENCODE				1, 2							ENCFF419RSJ, ENCFF543JZA, ENCFF578EQB, ENCFF671CFA	17004	ENCODE Processing Pipeline	ec93666f3b40fc48284c68bbaf78c2a9		https://www.encodeproject.org/files/ENCFF802SQS/@@download/ENCFF802SQS.bed.gz	GRCh38			released	antibody characterized with exemption			
ENCFF205IWA	bed narrowPeak	peaks	ENCSR145BHD	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				NFRKB-human	DNA					False	2017-06-29	ENCODE				3							ENCFF354WTX, ENCFF449NNE	6139135	ENCODE Processing Pipeline	7fff0d0892d581e96fd4481e3020cfe7		https://www.encodeproject.org/files/ENCFF205IWA/@@download/ENCFF205IWA.bed.gz	hg19			released				
ENCFF281WBT	bed narrowPeak	peaks	ENCSR145BHD	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				NFRKB-human	DNA					False	2017-06-29	ENCODE				4							ENCFF981SIA, ENCFF999EQI	6406941	ENCODE Processing Pipeline	9f7446bcc1c8ed2ca6b6348571c8411a		https://www.encodeproject.org/files/ENCFF281WBT/@@download/ENCFF281WBT.bed.gz	hg19			released				
ENCFF724KFJ	bed narrowPeak	peaks	ENCSR145BHD	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				NFRKB-human	DNA					False	2017-06-29	ENCODE				3, 4							ENCFF354WTX, ENCFF449NNE, ENCFF981SIA, ENCFF999EQI	7154869	ENCODE Processing Pipeline	e601735909fc7a972a0d82b11beb4964		https://www.encodeproject.org/files/ENCFF724KFJ/@@download/ENCFF724KFJ.bed.gz	hg19			released				
ENCFF862BRX	bed narrowPeak	conservative idr thresholded peaks	ENCSR145BHD	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				NFRKB-human	DNA					False	2017-06-29	ENCODE				3, 4							ENCFF001TDO, ENCFF205IWA, ENCFF281WBT, ENCFF724KFJ	28275	ENCODE Processing Pipeline	ce7cea17f570f1289c2cc2c1f0ccdb5a		https://www.encodeproject.org/files/ENCFF862BRX/@@download/ENCFF862BRX.bed.gz	hg19			released				
ENCFF132QLW	bed narrowPeak	optimal idr thresholded peaks	ENCSR145BHD	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				NFRKB-human	DNA					False	2017-06-29	ENCODE				3, 4							ENCFF001TDO, ENCFF205IWA, ENCFF281WBT, ENCFF724KFJ	47424	ENCODE Processing Pipeline	5a36af6c01b964b6983e7d773ad1b220		https://www.encodeproject.org/files/ENCFF132QLW/@@download/ENCFF132QLW.bed.gz	hg19			released				
ENCFF290LBI	bed narrowPeak	peaks	ENCSR145BHD	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				NFRKB-human	DNA					False	2017-06-29	ENCODE				3							ENCFF190EPQ, ENCFF407YXS	5912564	ENCODE Processing Pipeline	195045d4c60a8cc512f430fc5d355642		https://www.encodeproject.org/files/ENCFF290LBI/@@download/ENCFF290LBI.bed.gz	GRCh38			released				
ENCFF131EUY	bed narrowPeak	peaks	ENCSR145BHD	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				NFRKB-human	DNA					False	2017-06-29	ENCODE				4							ENCFF151AWK, ENCFF190EPQ, ENCFF950AXC	6500599	ENCODE Processing Pipeline	331b99afebd706d681b04a740aa32685		https://www.encodeproject.org/files/ENCFF131EUY/@@download/ENCFF131EUY.bed.gz	GRCh38			released				
ENCFF748JYG	bed narrowPeak	conservative idr thresholded peaks	ENCSR145BHD	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				NFRKB-human	DNA					False	2017-06-29	ENCODE				3, 4							ENCFF131EUY, ENCFF290LBI, ENCFF419RSJ, ENCFF764GJJ	35174	ENCODE Processing Pipeline	24cd18a1180ae667c673fe42994af337		https://www.encodeproject.org/files/ENCFF748JYG/@@download/ENCFF748JYG.bed.gz	GRCh38			released				
ENCFF764GJJ	bed narrowPeak	peaks	ENCSR145BHD	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				NFRKB-human	DNA					False	2017-06-29	ENCODE				3, 4							ENCFF151AWK, ENCFF190EPQ, ENCFF407YXS, ENCFF950AXC	7113248	ENCODE Processing Pipeline	0e2692c5531590f72b7a0110404fa769		https://www.encodeproject.org/files/ENCFF764GJJ/@@download/ENCFF764GJJ.bed.gz	GRCh38			released				
ENCFF162TPR	bed narrowPeak	optimal idr thresholded peaks	ENCSR145BHD	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				NFRKB-human	DNA					False	2017-06-29	ENCODE				3, 4							ENCFF131EUY, ENCFF290LBI, ENCFF419RSJ, ENCFF764GJJ	50617	ENCODE Processing Pipeline	c75ebfd7a21b70030904b741a900fc96		https://www.encodeproject.org/files/ENCFF162TPR/@@download/ENCFF162TPR.bed.gz	GRCh38			released				
ENCFF577XXO	bed narrowPeak	peaks	ENCSR031ING	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-KDM6A-human	DNA					False	2016-11-08	ENCODE				1							ENCFF787VIZ	5475834	ENCODE Processing Pipeline	d35f4372f8eaf7f8ac2063d70a1cfbc0		https://www.encodeproject.org/files/ENCFF577XXO/@@download/ENCFF577XXO.bed.gz	GRCh38			released	missing genetic modification characterization, low read depth	characterization(s) pending review		missing control alignments
ENCFF748EYO	bed narrowPeak	peaks	ENCSR031ING	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-KDM6A-human	DNA					False	2016-11-08	ENCODE				2							ENCFF891QAW	4892696	ENCODE Processing Pipeline	6534c25fc3c9feae1d93faea96ad02d2		https://www.encodeproject.org/files/ENCFF748EYO/@@download/ENCFF748EYO.bed.gz	GRCh38			released	missing genetic modification characterization, low read depth	characterization(s) pending review		missing control alignments
ENCFF917REK	bed narrowPeak	peaks	ENCSR031ING	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-KDM6A-human	DNA					False	2016-11-08	ENCODE				1, 2							ENCFF787VIZ, ENCFF891QAW	4314526	ENCODE Processing Pipeline	077211ff4fe9b2a4b94aa115fc5a6dc0		https://www.encodeproject.org/files/ENCFF917REK/@@download/ENCFF917REK.bed.gz	GRCh38			released	missing genetic modification characterization, low read depth	characterization(s) pending review		missing control alignments
ENCFF867MGI	bed narrowPeak	conservative idr thresholded peaks	ENCSR031ING	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-KDM6A-human	DNA					False	2016-11-08	ENCODE				1, 2							ENCFF419RSJ, ENCFF577XXO, ENCFF748EYO, ENCFF917REK	226677	ENCODE Processing Pipeline	f6710de08c6259c5eb008bba44a496a5		https://www.encodeproject.org/files/ENCFF867MGI/@@download/ENCFF867MGI.bed.gz	GRCh38			released	missing genetic modification characterization, low read depth	characterization(s) pending review		missing control alignments
ENCFF371TDC	bed narrowPeak	optimal idr thresholded peaks	ENCSR031ING	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-KDM6A-human	DNA					False	2016-11-08	ENCODE				1, 2							ENCFF419RSJ, ENCFF577XXO, ENCFF748EYO, ENCFF917REK	232044	ENCODE Processing Pipeline	2593cc647a9150c2cfd33ea98478815e		https://www.encodeproject.org/files/ENCFF371TDC/@@download/ENCFF371TDC.bed.gz	GRCh38			released	missing genetic modification characterization, low read depth	characterization(s) pending review		missing control alignments
ENCFF019DNW	bed narrowPeak	peaks	ENCSR031ING	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-KDM6A-human	DNA					False	2016-11-08	ENCODE				2							ENCFF203ABR, ENCFF418WTW	6061843	ENCODE Processing Pipeline	309b53131eeb453b455e2c147d4b2bb8		https://www.encodeproject.org/files/ENCFF019DNW/@@download/ENCFF019DNW.bed.gz	hg19			released	missing genetic modification characterization, low read depth	characterization(s) pending review		missing control alignments
ENCFF158LYC	bed narrowPeak	peaks	ENCSR031ING	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-KDM6A-human	DNA					False	2016-11-08	ENCODE				1							ENCFF203ABR, ENCFF759GZJ	6370153	ENCODE Processing Pipeline	1757a9ae4dc34674ee942e94a6b71c98		https://www.encodeproject.org/files/ENCFF158LYC/@@download/ENCFF158LYC.bed.gz	hg19			released	missing genetic modification characterization, low read depth	characterization(s) pending review		missing control alignments
ENCFF340YNG	bed narrowPeak	peaks	ENCSR031ING	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-KDM6A-human	DNA					False	2016-11-08	ENCODE				1, 2							ENCFF203ABR, ENCFF418WTW, ENCFF759GZJ	6754738	ENCODE Processing Pipeline	0e25d041eab6f377d8da6faea0236514		https://www.encodeproject.org/files/ENCFF340YNG/@@download/ENCFF340YNG.bed.gz	hg19			released	missing genetic modification characterization, low read depth	characterization(s) pending review		missing control alignments
ENCFF619RQX	bed narrowPeak	conservative idr thresholded peaks	ENCSR031ING	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-KDM6A-human	DNA					False	2016-11-08	ENCODE				1, 2							ENCFF001TDO, ENCFF019DNW, ENCFF158LYC, ENCFF340YNG	227224	ENCODE Processing Pipeline	a1909d17f22cde56a726fa40d680b04e		https://www.encodeproject.org/files/ENCFF619RQX/@@download/ENCFF619RQX.bed.gz	hg19			released	missing genetic modification characterization, low read depth	characterization(s) pending review		missing control alignments
ENCFF584DZS	bed narrowPeak	optimal idr thresholded peaks	ENCSR031ING	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-KDM6A-human	DNA					False	2016-11-08	ENCODE				1, 2							ENCFF001TDO, ENCFF019DNW, ENCFF158LYC, ENCFF340YNG	238203	ENCODE Processing Pipeline	1d78b901b51628a84babadd365d93c9c		https://www.encodeproject.org/files/ENCFF584DZS/@@download/ENCFF584DZS.bed.gz	hg19			released	missing genetic modification characterization, low read depth	characterization(s) pending review		missing control alignments
ENCFF074AAK	bed narrowPeak	peaks	ENCSR704IGU	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-ZGPAT-human	DNA					False	2016-11-08	ENCODE				1							ENCFF428OAR	6949734	ENCODE Processing Pipeline	9a9cc1c1b0f25d0cabc2f25fc95f4606		https://www.encodeproject.org/files/ENCFF074AAK/@@download/ENCFF074AAK.bed.gz	GRCh38			released	mild to moderate bottlenecking, missing genetic modification characterization	characterization(s) pending review		missing control alignments
