File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF381VVY	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR861GYE	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										LIN28B-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	2	2_1							/files/ENCFF925HAH/, /files/ENCFF362UUB/	732490	Gene Yeo, UCSD	20814f4d2354cd7993aa51989739d332		https://www.encodeproject.org/files/ENCFF381VVY/@@download/ENCFF381VVY.bed.gz				released	s3://encode-public/2016/11/30/33bcf48f-6243-4c31-bd7e-62203f8c0565/ENCFF381VVY.bed.gz			
ENCFF246BGL	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR861GYE	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										LIN28B-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	2	2_1							/files/ENCFF284RSI/, /files/ENCFF244QMW/	719710	Gene Yeo, UCSD	2d4c7a564195e5a65ba9e80d8a913cdf		https://www.encodeproject.org/files/ENCFF246BGL/@@download/ENCFF246BGL.bed.gz				released	s3://encode-public/2016/11/30/ffdc8e77-1e59-4b90-a99f-84c7be245143/ENCFF246BGL.bed.gz			
ENCFF909VPB	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR861GYE	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										LIN28B-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	1	1_1							/files/ENCFF756VXR/, /files/ENCFF244QMW/	1217343	Gene Yeo, UCSD	dc41841ed6ffe43606574a36e8a7e297		https://www.encodeproject.org/files/ENCFF909VPB/@@download/ENCFF909VPB.bed.gz				released	s3://encode-public/2016/11/30/400350d1-fba1-4a0f-99ef-cb87f5693170/ENCFF909VPB.bed.gz			
ENCFF304YLR	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR916SRV	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										TBRG4-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF472CCD/, /files/ENCFF082JCZ/, /files/ENCFF454ZHL/, /files/ENCFF116ASC/, /files/ENCFF039QTN/, /files/ENCFF925OBE/	2409	Gene Yeo, UCSD	294a17e49e4b59e7e22d8175d911d9e9		https://www.encodeproject.org/files/ENCFF304YLR/@@download/ENCFF304YLR.bed.gz				released	s3://encode-public/2018/06/08/52567c8d-70f4-46df-88e0-0220c18bd375/ENCFF304YLR.bed.gz			
ENCFF869RUC	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR916SRV	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										TBRG4-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF269URO/, /files/ENCFF736HGJ/, /files/ENCFF189PHS/, /files/ENCFF061HNX/, /files/ENCFF348TAB/, /files/ENCFF949QUQ/	2463	Gene Yeo, UCSD	858405a1b8078c50418062e54cf9ccaf		https://www.encodeproject.org/files/ENCFF869RUC/@@download/ENCFF869RUC.bed.gz				released	s3://encode-public/2018/12/03/69313ee0-b985-447d-9871-1513fe9119f9/ENCFF869RUC.bed.gz			
ENCFF472CCD	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR916SRV	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										TBRG4-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1	1_1							/files/ENCFF116ASC/, /files/ENCFF082JCZ/	1085104	Gene Yeo, UCSD	8a067585a81d2b9c8fb71e773f1048d0		https://www.encodeproject.org/files/ENCFF472CCD/@@download/ENCFF472CCD.bed.gz				released	s3://encode-public/2016/11/30/e738f863-0f3d-41f7-a8fe-14e7635f7dbe/ENCFF472CCD.bed.gz			
ENCFF454ZHL	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR916SRV	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										TBRG4-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	2	2_1							/files/ENCFF925OBE/, /files/ENCFF082JCZ/	818528	Gene Yeo, UCSD	26cd8703bddd5797ae150e64a049ba1e		https://www.encodeproject.org/files/ENCFF454ZHL/@@download/ENCFF454ZHL.bed.gz				released	s3://encode-public/2016/11/30/9a60a0ed-2749-4556-9eef-4b0d4b1f7826/ENCFF454ZHL.bed.gz			
ENCFF348TAB	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR916SRV	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										TBRG4-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1	1_1							/files/ENCFF061HNX/, /files/ENCFF949QUQ/	1069027	Gene Yeo, UCSD	921516c6a726ec46766280f7588611cc		https://www.encodeproject.org/files/ENCFF348TAB/@@download/ENCFF348TAB.bed.gz				released	s3://encode-public/2016/11/30/dcb9a529-bda0-4d3f-8dd3-c1551c21d568/ENCFF348TAB.bed.gz			
ENCFF736HGJ	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR916SRV	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										TBRG4-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	2	2_1							/files/ENCFF189PHS/, /files/ENCFF949QUQ/	792538	Gene Yeo, UCSD	e3c783e8703e350cfe29cf718cd1ca68		https://www.encodeproject.org/files/ENCFF736HGJ/@@download/ENCFF736HGJ.bed.gz				released	s3://encode-public/2016/11/30/4bdc5ff1-595a-441f-aeab-9893a248c218/ENCFF736HGJ.bed.gz			
ENCFF075NSB	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR773KRC	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										SRSF9-human	RNA				ultraviolet irradiation	strand-specific	2015-07-15	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF709HAD/, /files/ENCFF593PCX/, /files/ENCFF125UVA/, /files/ENCFF039QTN/, /files/ENCFF409GPI/, /files/ENCFF849LMJ/	15152	Gene Yeo, UCSD	f445a38dd214221329d525763f9b14fd		https://www.encodeproject.org/files/ENCFF075NSB/@@download/ENCFF075NSB.bed.gz				released	s3://encode-public/2018/06/08/e44de6ff-2f4d-466e-acb0-5c6413fa7a05/ENCFF075NSB.bed.gz			
ENCFF765PIF	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR773KRC	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										SRSF9-human	RNA				ultraviolet irradiation	strand-specific	2015-07-15	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF432ASF/, /files/ENCFF327JJE/, /files/ENCFF060BMG/, /files/ENCFF269URO/, /files/ENCFF651VGM/, /files/ENCFF460TAE/	15314	Gene Yeo, UCSD	5c8dcc5828518a1569195aa72b6def23		https://www.encodeproject.org/files/ENCFF765PIF/@@download/ENCFF765PIF.bed.gz				released	s3://encode-public/2018/12/03/92802dbd-bd1f-406b-ade5-6fcb86713cfa/ENCFF765PIF.bed.gz			
ENCFF125UVA	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR773KRC	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										SRSF9-human	RNA				ultraviolet irradiation	strand-specific	2015-07-15	ENCODE		see document	175-300	2	2_1							/files/ENCFF709HAD/, /files/ENCFF849LMJ/	1136574	Gene Yeo, UCSD	986223d5c2e40e4de2b0f29966b0de53		https://www.encodeproject.org/files/ENCFF125UVA/@@download/ENCFF125UVA.bed.gz				released	s3://encode-public/2016/11/30/148bb90c-503b-4e5b-b481-bedd7de35fdb/ENCFF125UVA.bed.gz			
ENCFF409GPI	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR773KRC	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										SRSF9-human	RNA				ultraviolet irradiation	strand-specific	2015-07-15	ENCODE		see document	175-300	1	1_1							/files/ENCFF593PCX/, /files/ENCFF849LMJ/	1508904	Gene Yeo, UCSD	8d24d6c5e9c42bd9570f8f6f1aad6756		https://www.encodeproject.org/files/ENCFF409GPI/@@download/ENCFF409GPI.bed.gz				released	s3://encode-public/2016/11/30/115e592f-71e8-47d6-910d-9959faa29666/ENCFF409GPI.bed.gz			
ENCFF327JJE	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR773KRC	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										SRSF9-human	RNA				ultraviolet irradiation	strand-specific	2015-07-15	ENCODE		see document	175-300	2	2_1							/files/ENCFF460TAE/, /files/ENCFF060BMG/	1149142	Gene Yeo, UCSD	25d337a16105108e4e5d8e88507ea42c		https://www.encodeproject.org/files/ENCFF327JJE/@@download/ENCFF327JJE.bed.gz				released	s3://encode-public/2016/11/30/3a06604d-fb85-45cb-8563-45fb3b8ce3ce/ENCFF327JJE.bed.gz			
ENCFF432ASF	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR773KRC	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										SRSF9-human	RNA				ultraviolet irradiation	strand-specific	2015-07-15	ENCODE		see document	175-300	1	1_1							/files/ENCFF651VGM/, /files/ENCFF060BMG/	1530355	Gene Yeo, UCSD	2a5da26a2e8d43ebc1755ffe74a1ee2e		https://www.encodeproject.org/files/ENCFF432ASF/@@download/ENCFF432ASF.bed.gz				released	s3://encode-public/2016/11/30/fea684f1-0786-4f55-ae7c-21531dd7e75c/ENCFF432ASF.bed.gz			
ENCFF374GKD	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR018ZUE	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										FKBP4-human	RNA				ultraviolet irradiation	strand-specific	2015-07-15	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF993XGD/, /files/ENCFF585PKG/, /files/ENCFF035UHD/, /files/ENCFF039QTN/, /files/ENCFF194AMH/, /files/ENCFF249FBZ/	29420	Gene Yeo, UCSD	ff16683274760f2bf87a7e1880c4c373		https://www.encodeproject.org/files/ENCFF374GKD/@@download/ENCFF374GKD.bed.gz				released	s3://encode-public/2018/06/08/5f060df1-e6a6-477c-8be5-a6be4c61b6e9/ENCFF374GKD.bed.gz			
ENCFF957AOZ	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR018ZUE	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										FKBP4-human	RNA				ultraviolet irradiation	strand-specific	2015-07-15	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF141QHH/, /files/ENCFF802VWZ/, /files/ENCFF269URO/, /files/ENCFF949BFD/, /files/ENCFF903KIZ/, /files/ENCFF814MSM/	29362	Gene Yeo, UCSD	0e50300b25bd88fc97f4ef18f76e0f8a		https://www.encodeproject.org/files/ENCFF957AOZ/@@download/ENCFF957AOZ.bed.gz				released	s3://encode-public/2018/12/03/85edf313-a280-465a-b910-b6cc9e4daee0/ENCFF957AOZ.bed.gz			
ENCFF993XGD	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR018ZUE	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										FKBP4-human	RNA				ultraviolet irradiation	strand-specific	2015-07-15	ENCODE		see document	175-300	1	1_1							/files/ENCFF035UHD/, /files/ENCFF194AMH/	535618	Gene Yeo, UCSD	19972782dec4c73a65d7d247b31e3c7d		https://www.encodeproject.org/files/ENCFF993XGD/@@download/ENCFF993XGD.bed.gz				released	s3://encode-public/2016/11/30/4b5c4188-57d5-4b14-9505-2f477772442f/ENCFF993XGD.bed.gz			
ENCFF585PKG	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR018ZUE	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										FKBP4-human	RNA				ultraviolet irradiation	strand-specific	2015-07-15	ENCODE		see document	175-300	2	2_1							/files/ENCFF249FBZ/, /files/ENCFF194AMH/	868143	Gene Yeo, UCSD	6922ba398d7465e264f641c32d5621bd		https://www.encodeproject.org/files/ENCFF585PKG/@@download/ENCFF585PKG.bed.gz				released	s3://encode-public/2016/11/30/3510ea28-f5b1-4ed7-8356-0175f58f75c6/ENCFF585PKG.bed.gz			
ENCFF814MSM	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR018ZUE	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										FKBP4-human	RNA				ultraviolet irradiation	strand-specific	2015-07-15	ENCODE		see document	175-300	1	1_1							/files/ENCFF802VWZ/, /files/ENCFF903KIZ/	533608	Gene Yeo, UCSD	a64d1e4ba9d16308c4cd3fa7b5881e35		https://www.encodeproject.org/files/ENCFF814MSM/@@download/ENCFF814MSM.bed.gz				released	s3://encode-public/2016/11/30/7250024e-9083-495a-be47-d95aad1a9f6c/ENCFF814MSM.bed.gz			
ENCFF949BFD	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR018ZUE	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										FKBP4-human	RNA				ultraviolet irradiation	strand-specific	2015-07-15	ENCODE		see document	175-300	2	2_1							/files/ENCFF141QHH/, /files/ENCFF903KIZ/	865336	Gene Yeo, UCSD	c8d60fbb39dd19faee45d44a1766fd5b		https://www.encodeproject.org/files/ENCFF949BFD/@@download/ENCFF949BFD.bed.gz				released	s3://encode-public/2016/11/30/7333da05-3287-4847-9f12-9d4cffbae40b/ENCFF949BFD.bed.gz			
ENCFF944ISN	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR194HZU	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										NOLC1-human	RNA				ultraviolet irradiation	strand-specific	2017-11-19	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF913QWS/, /files/ENCFF633BUL/, /files/ENCFF102DLV/, /files/ENCFF221KHG/, /files/ENCFF840HYK/, /files/ENCFF039QTN/	27949	Gene Yeo, UCSD	36835ad7720f7d66714dcd3cb79dafad		https://www.encodeproject.org/files/ENCFF944ISN/@@download/ENCFF944ISN.bed.gz				released	s3://encode-public/2018/06/08/c644ea17-6011-447f-acee-2d68d40bf942/ENCFF944ISN.bed.gz			
ENCFF137YFD	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR194HZU	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										NOLC1-human	RNA				ultraviolet irradiation	strand-specific	2017-11-19	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF560WXZ/, /files/ENCFF852DRN/, /files/ENCFF329FPZ/, /files/ENCFF269URO/, /files/ENCFF645PLG/, /files/ENCFF405PYI/	33882	Gene Yeo, UCSD	8c61ea0375cec5a9f7b1df60fae27055		https://www.encodeproject.org/files/ENCFF137YFD/@@download/ENCFF137YFD.bed.gz				released	s3://encode-public/2018/12/03/caa97ea9-9576-4187-ae06-89c733268207/ENCFF137YFD.bed.gz			
ENCFF913QWS	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR194HZU	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										NOLC1-human	RNA				ultraviolet irradiation	strand-specific	2017-11-19	ENCODE		see document	175-300	1	1_1							/files/ENCFF840HYK/, /files/ENCFF221KHG/	192163	Gene Yeo, UCSD	72783547110a21e10ef011ba658aa314		https://www.encodeproject.org/files/ENCFF913QWS/@@download/ENCFF913QWS.bed.gz				released	s3://encode-public/2016/11/30/8fe6b6fe-e5a4-46f3-9b48-8a1437df4ce3/ENCFF913QWS.bed.gz			
ENCFF633BUL	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR194HZU	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										NOLC1-human	RNA				ultraviolet irradiation	strand-specific	2017-11-19	ENCODE		see document	175-300	2	2_1							/files/ENCFF102DLV/, /files/ENCFF221KHG/	620044	Gene Yeo, UCSD	89e0d2aeec12f66e0710a393b240dd6e		https://www.encodeproject.org/files/ENCFF633BUL/@@download/ENCFF633BUL.bed.gz				released	s3://encode-public/2016/11/30/8a624318-00fe-4bed-817d-b8e7cd1100e1/ENCFF633BUL.bed.gz			
ENCFF645PLG	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR194HZU	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										NOLC1-human	RNA				ultraviolet irradiation	strand-specific	2017-11-19	ENCODE		see document	175-300	1	1_1							/files/ENCFF329FPZ/, /files/ENCFF852DRN/	421266	Gene Yeo, UCSD	8510446eb8ed5688bd920287b712feb6		https://www.encodeproject.org/files/ENCFF645PLG/@@download/ENCFF645PLG.bed.gz				released	s3://encode-public/2016/11/30/987f23ff-4b5f-49bf-9269-f8b581ed0848/ENCFF645PLG.bed.gz			
ENCFF560WXZ	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR194HZU	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										NOLC1-human	RNA				ultraviolet irradiation	strand-specific	2017-11-19	ENCODE		see document	175-300	2	2_1							/files/ENCFF405PYI/, /files/ENCFF852DRN/	600392	Gene Yeo, UCSD	747c19238de5bb41594a2a1d4c9c3137		https://www.encodeproject.org/files/ENCFF560WXZ/@@download/ENCFF560WXZ.bed.gz				released	s3://encode-public/2016/11/30/a4aaf4b0-23c9-4d9e-bf43-88d23f0152ed/ENCFF560WXZ.bed.gz			
ENCFF741FRL	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR987NYS	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										FAM120A-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF511SXK/, /files/ENCFF333KJO/, /files/ENCFF105IAX/, /files/ENCFF599VUS/, /files/ENCFF287ADK/, /files/ENCFF039QTN/	189131	Gene Yeo, UCSD	46ae10f4454ce24ddb6e78a4f53a653b		https://www.encodeproject.org/files/ENCFF741FRL/@@download/ENCFF741FRL.bed.gz				released	s3://encode-public/2018/06/08/ed431756-00f7-4507-9c0f-b7aae8e78a14/ENCFF741FRL.bed.gz			
ENCFF208ZMI	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR987NYS	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										FAM120A-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF389LEX/, /files/ENCFF186RBL/, /files/ENCFF269URO/, /files/ENCFF786BCU/, /files/ENCFF704TQZ/, /files/ENCFF889YGM/	192712	Gene Yeo, UCSD	d8e71ea286834bcbec5af3204b65bb75		https://www.encodeproject.org/files/ENCFF208ZMI/@@download/ENCFF208ZMI.bed.gz				released	s3://encode-public/2018/12/03/451feb92-67f7-4464-9aa5-8d45e951f508/ENCFF208ZMI.bed.gz			
ENCFF511SXK	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR987NYS	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										FAM120A-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	2	2_1							/files/ENCFF105IAX/, /files/ENCFF333KJO/	2294600	Gene Yeo, UCSD	fe53e0944f0599f597123fafafa2109b		https://www.encodeproject.org/files/ENCFF511SXK/@@download/ENCFF511SXK.bed.gz				released	s3://encode-public/2016/11/30/68e4531b-84d8-47c0-bb66-b6006b2d2e8e/ENCFF511SXK.bed.gz			
ENCFF287ADK	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR987NYS	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										FAM120A-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	1	1_1							/files/ENCFF599VUS/, /files/ENCFF333KJO/	1961980	Gene Yeo, UCSD	31f32d2885cc941fe80e7a91d656f874		https://www.encodeproject.org/files/ENCFF287ADK/@@download/ENCFF287ADK.bed.gz				released	s3://encode-public/2016/11/30/0b530d90-af2c-42d9-bf22-90570a72c9a3/ENCFF287ADK.bed.gz			
ENCFF786BCU	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR987NYS	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										FAM120A-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	2	2_1							/files/ENCFF889YGM/, /files/ENCFF186RBL/	2315576	Gene Yeo, UCSD	2cccb9ba27a692e022c87c070f74e1ea		https://www.encodeproject.org/files/ENCFF786BCU/@@download/ENCFF786BCU.bed.gz				released	s3://encode-public/2016/11/30/94b04c77-c20d-4763-b745-9068bf7d2b51/ENCFF786BCU.bed.gz			
ENCFF389LEX	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR987NYS	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										FAM120A-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	1	1_1							/files/ENCFF704TQZ/, /files/ENCFF186RBL/	1983349	Gene Yeo, UCSD	dfa4ae1c8f7b7c2fcc1e56b402e98a9e		https://www.encodeproject.org/files/ENCFF389LEX/@@download/ENCFF389LEX.bed.gz				released	s3://encode-public/2016/11/30/71384717-06bf-4f14-822e-f25964deafd5/ENCFF389LEX.bed.gz			
ENCFF170SCU	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR384KAN	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										PTBP1-human	RNA				ultraviolet irradiation	strand-specific	2016-09-21	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF938PTT/, /files/ENCFF154BAE/, /files/ENCFF471GJE/, /files/ENCFF039QTN/, /files/ENCFF603FCS/, /files/ENCFF395VNE/	187562	Gene Yeo, UCSD	8e6181c16d84b2137e10e4b2cb328bdb		https://www.encodeproject.org/files/ENCFF170SCU/@@download/ENCFF170SCU.bed.gz				released	s3://encode-public/2018/06/08/701320ca-8716-44e5-9a00-2d24b32f5cac/ENCFF170SCU.bed.gz			
ENCFF726SQU	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR384KAN	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										PTBP1-human	RNA				ultraviolet irradiation	strand-specific	2016-09-21	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF130PWU/, /files/ENCFF295MQP/, /files/ENCFF386UIG/, /files/ENCFF100OEX/, /files/ENCFF895BNM/, /files/ENCFF269URO/	183649	Gene Yeo, UCSD	2591880b31f402fdbfda189cba6ce47d		https://www.encodeproject.org/files/ENCFF726SQU/@@download/ENCFF726SQU.bed.gz				released	s3://encode-public/2018/12/03/a4ecc677-72d3-4217-bd31-6b47d135b285/ENCFF726SQU.bed.gz			
ENCFF154BAE	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR384KAN	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										PTBP1-human	RNA				ultraviolet irradiation	strand-specific	2016-09-21	ENCODE		see document	175-300	2	2_1							/files/ENCFF395VNE/, /files/ENCFF603FCS/	1883412	Gene Yeo, UCSD	cd61f350503a901eb42b838569ce83ce		https://www.encodeproject.org/files/ENCFF154BAE/@@download/ENCFF154BAE.bed.gz				released	s3://encode-public/2016/11/30/2d7f2433-6fa7-48d6-9f0a-e6431df57be6/ENCFF154BAE.bed.gz			
ENCFF471GJE	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR384KAN	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										PTBP1-human	RNA				ultraviolet irradiation	strand-specific	2016-09-21	ENCODE		see document	175-300	1	1_1							/files/ENCFF938PTT/, /files/ENCFF603FCS/	2713899	Gene Yeo, UCSD	4c1d2d70231409f6f69828609e3bf82a		https://www.encodeproject.org/files/ENCFF471GJE/@@download/ENCFF471GJE.bed.gz				released	s3://encode-public/2016/11/30/2008b4d4-4624-47ab-8de9-7e495cd395f4/ENCFF471GJE.bed.gz			
ENCFF130PWU	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR384KAN	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										PTBP1-human	RNA				ultraviolet irradiation	strand-specific	2016-09-21	ENCODE		see document	175-300	2	2_1							/files/ENCFF386UIG/, /files/ENCFF895BNM/	1820623	Gene Yeo, UCSD	2a5be83df1aa884d75a3b29398b69db0		https://www.encodeproject.org/files/ENCFF130PWU/@@download/ENCFF130PWU.bed.gz				released	s3://encode-public/2016/11/30/28e663e9-fea1-437e-adf4-3c6ec5dcb661/ENCFF130PWU.bed.gz			
ENCFF100OEX	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR384KAN	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										PTBP1-human	RNA				ultraviolet irradiation	strand-specific	2016-09-21	ENCODE		see document	175-300	1	1_1							/files/ENCFF295MQP/, /files/ENCFF895BNM/	2698343	Gene Yeo, UCSD	fa412ff7e07306e9a1681f8386178ac9		https://www.encodeproject.org/files/ENCFF100OEX/@@download/ENCFF100OEX.bed.gz				released	s3://encode-public/2016/11/30/633ef9cd-a5d2-4392-b54b-6bc9f57d79f6/ENCFF100OEX.bed.gz			
ENCFF945YRD	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR919HSE	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										CSTF2T-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF700HIR/, /files/ENCFF786JAM/, /files/ENCFF346HHC/, /files/ENCFF073SGO/, /files/ENCFF268ECW/, /files/ENCFF039QTN/	476133	Gene Yeo, UCSD	01d668ff056800940a0d370b657c82df		https://www.encodeproject.org/files/ENCFF945YRD/@@download/ENCFF945YRD.bed.gz				released	s3://encode-public/2018/06/08/39beb016-cf2e-4a5c-aebb-7ba423fe34f2/ENCFF945YRD.bed.gz	mixed read lengths		
ENCFF141DOI	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR919HSE	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										CSTF2T-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF562AZL/, /files/ENCFF019IEW/, /files/ENCFF269URO/, /files/ENCFF625AZC/, /files/ENCFF539YZX/, /files/ENCFF208OVE/	478117	Gene Yeo, UCSD	161c18ed2e106b726140b07f554bab4e		https://www.encodeproject.org/files/ENCFF141DOI/@@download/ENCFF141DOI.bed.gz				released	s3://encode-public/2018/12/03/3c8771c9-b2d1-4fa5-8515-2a98c32cc52f/ENCFF141DOI.bed.gz	mixed read lengths		
