File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF094MQV	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR308YNT	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										PUM1-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF583QFB/, /files/ENCFF022IWU/, /files/ENCFF269URO/, /files/ENCFF064COB/, /files/ENCFF222HEX/, /files/ENCFF620UYD/	62504	Gene Yeo, UCSD	2486ca6cfd98813e8c7d6ba2ded4aba6		https://www.encodeproject.org/files/ENCFF094MQV/@@download/ENCFF094MQV.bed.gz				released	s3://encode-public/2018/12/03/95cef0d8-b453-41ba-b409-e9fe9e66d08a/ENCFF094MQV.bed.gz			
ENCFF806GQI	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR586DGV	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										ZNF800-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF270YPL/, /files/ENCFF762HKJ/	647229	Gene Yeo, UCSD	ba0d60cba19a9b96eb6253f692e0d8d6		https://www.encodeproject.org/files/ENCFF806GQI/@@download/ENCFF806GQI.bed.gz				released	s3://encode-public/2018/04/29/95954ec7-858e-42a2-8415-a168e455078d/ENCFF806GQI.bed.gz	antibody characterized with exemption, mixed read lengths		
ENCFF787LVR	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR586DGV	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										ZNF800-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF303MEM/, /files/ENCFF762HKJ/	893155	Gene Yeo, UCSD	a130c2ec591d0ea9335a16e3cfa84c16		https://www.encodeproject.org/files/ENCFF787LVR/@@download/ENCFF787LVR.bed.gz				released	s3://encode-public/2018/04/29/75c107e8-4d8c-439e-8919-5fb7235c419b/ENCFF787LVR.bed.gz	antibody characterized with exemption, mixed read lengths		
ENCFF672MYG	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR586DGV	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										ZNF800-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF420ZEI/, /files/ENCFF609LFM/	891988	Gene Yeo, UCSD	f2e0f6c792eafc1a11d2254aeeeb2479		https://www.encodeproject.org/files/ENCFF672MYG/@@download/ENCFF672MYG.bed.gz				released	s3://encode-public/2018/04/29/33c25100-7738-46c5-8f22-73141244bafd/ENCFF672MYG.bed.gz	antibody characterized with exemption, mixed read lengths		
ENCFF780IYG	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR586DGV	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										ZNF800-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF693MLV/, /files/ENCFF609LFM/	625423	Gene Yeo, UCSD	2b4498cb13de3d8f1555c58f24b280c1		https://www.encodeproject.org/files/ENCFF780IYG/@@download/ENCFF780IYG.bed.gz				released	s3://encode-public/2018/04/29/e9da7edd-f570-4975-aa27-5e42e9274544/ENCFF780IYG.bed.gz	antibody characterized with exemption, mixed read lengths		
ENCFF579NNP	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR586DGV	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										ZNF800-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF303MEM/, /files/ENCFF806GQI/, /files/ENCFF270YPL/, /files/ENCFF039QTN/, /files/ENCFF762HKJ/, /files/ENCFF787LVR/	55556	Gene Yeo, UCSD	145d87a45465868f226800b11e575bbd		https://www.encodeproject.org/files/ENCFF579NNP/@@download/ENCFF579NNP.bed.gz				released	s3://encode-public/2018/06/08/e7468e5f-0578-4776-b96c-caf58795e84d/ENCFF579NNP.bed.gz	antibody characterized with exemption, mixed read lengths		
ENCFF105HMJ	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR586DGV	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										ZNF800-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF609LFM/, /files/ENCFF780IYG/, /files/ENCFF269URO/, /files/ENCFF693MLV/, /files/ENCFF420ZEI/, /files/ENCFF672MYG/	56208	Gene Yeo, UCSD	f4e79daa4f0c21a52c43c98e232902a8		https://www.encodeproject.org/files/ENCFF105HMJ/@@download/ENCFF105HMJ.bed.gz				released	s3://encode-public/2018/12/03/f78da37a-bd24-4601-bcc0-a9836d0cf27a/ENCFF105HMJ.bed.gz	antibody characterized with exemption, mixed read lengths		
ENCFF639MAG	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR484LAB	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										SAFB-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF759SQV/, /files/ENCFF840WOP/	2396480	Gene Yeo, UCSD	de75d76f91f6c4bbeb257ae3157f8bcb		https://www.encodeproject.org/files/ENCFF639MAG/@@download/ENCFF639MAG.bed.gz				released	s3://encode-public/2018/04/29/3a0fe864-e45a-418b-ba05-b8e943f18806/ENCFF639MAG.bed.gz	mixed read lengths		
ENCFF407GVQ	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR484LAB	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										SAFB-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF251LGV/, /files/ENCFF840WOP/	2324496	Gene Yeo, UCSD	480d042f50e81ecc49453ec9be4c687a		https://www.encodeproject.org/files/ENCFF407GVQ/@@download/ENCFF407GVQ.bed.gz				released	s3://encode-public/2018/04/29/6de6f4c4-3844-46c4-ab73-bc7c882ddfb7/ENCFF407GVQ.bed.gz	mixed read lengths		
ENCFF417KUY	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR484LAB	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										SAFB-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF722JMT/, /files/ENCFF963HES/	2331613	Gene Yeo, UCSD	3405e3b9a94d5049cc25c690840b16df		https://www.encodeproject.org/files/ENCFF417KUY/@@download/ENCFF417KUY.bed.gz				released	s3://encode-public/2018/04/29/be32036c-399d-4320-977b-8cd919edea7f/ENCFF417KUY.bed.gz	mixed read lengths		
ENCFF067WCL	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR484LAB	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										SAFB-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF973VXO/, /files/ENCFF963HES/	2397783	Gene Yeo, UCSD	b2008aca0ba318d295c1004dffed44c7		https://www.encodeproject.org/files/ENCFF067WCL/@@download/ENCFF067WCL.bed.gz				released	s3://encode-public/2018/04/29/d64eb575-2518-4b4c-943b-efa9dab24dbe/ENCFF067WCL.bed.gz	mixed read lengths		
ENCFF934PXE	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR484LAB	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										SAFB-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF759SQV/, /files/ENCFF407GVQ/, /files/ENCFF251LGV/, /files/ENCFF039QTN/, /files/ENCFF639MAG/, /files/ENCFF840WOP/	11203	Gene Yeo, UCSD	442ff4129c6772f9b2087a95d75c80f6		https://www.encodeproject.org/files/ENCFF934PXE/@@download/ENCFF934PXE.bed.gz				released	s3://encode-public/2018/06/08/48790c65-2e35-4dec-8856-39575f133fc8/ENCFF934PXE.bed.gz	mixed read lengths		
ENCFF953WTP	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR484LAB	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										SAFB-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF973VXO/, /files/ENCFF963HES/, /files/ENCFF417KUY/, /files/ENCFF269URO/, /files/ENCFF722JMT/, /files/ENCFF067WCL/	11723	Gene Yeo, UCSD	622e36dd61328330bfdd056674fdac45		https://www.encodeproject.org/files/ENCFF953WTP/@@download/ENCFF953WTP.bed.gz				released	s3://encode-public/2018/12/03/b11061c1-41a6-45f0-af36-cb0d75f6ad6f/ENCFF953WTP.bed.gz	mixed read lengths		
ENCFF475FOJ	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR906ZJF	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										SDAD1-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF262TRZ/, /files/ENCFF982LYY/	245725	Gene Yeo, UCSD	4813a03603f360e3219c94c4d92db003		https://www.encodeproject.org/files/ENCFF475FOJ/@@download/ENCFF475FOJ.bed.gz				released	s3://encode-public/2018/04/29/3505fa76-7e31-4caa-a6a5-101d08fda19e/ENCFF475FOJ.bed.gz	mixed read lengths		
ENCFF642DGM	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR906ZJF	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										SDAD1-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF998XEU/, /files/ENCFF982LYY/	127232	Gene Yeo, UCSD	6c3b8e5d70d34a3fa3db3307ce54eb62		https://www.encodeproject.org/files/ENCFF642DGM/@@download/ENCFF642DGM.bed.gz				released	s3://encode-public/2018/04/29/f2e3480c-49ee-4916-94d6-cb2f3c00b7f4/ENCFF642DGM.bed.gz	mixed read lengths		
ENCFF913FPP	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR906ZJF	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										SDAD1-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF113QBT/, /files/ENCFF226CUA/	119932	Gene Yeo, UCSD	3998c753dce6d45fd549f10ef400361b		https://www.encodeproject.org/files/ENCFF913FPP/@@download/ENCFF913FPP.bed.gz				released	s3://encode-public/2018/04/29/fbd73812-79fd-471c-a87f-1948472bc647/ENCFF913FPP.bed.gz	mixed read lengths		
ENCFF169ZAH	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR906ZJF	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										SDAD1-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF946AMH/, /files/ENCFF226CUA/	237211	Gene Yeo, UCSD	80aa1b3d9a2db1df3ba189567b34045d		https://www.encodeproject.org/files/ENCFF169ZAH/@@download/ENCFF169ZAH.bed.gz				released	s3://encode-public/2018/04/29/08dc33d8-a17b-4c16-b6fd-61e264950936/ENCFF169ZAH.bed.gz	mixed read lengths		
ENCFF241KPE	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR906ZJF	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										SDAD1-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF642DGM/, /files/ENCFF998XEU/, /files/ENCFF475FOJ/, /files/ENCFF982LYY/, /files/ENCFF039QTN/, /files/ENCFF262TRZ/	1394	Gene Yeo, UCSD	410cdc0609630fedf3120e6fd9bff7f8		https://www.encodeproject.org/files/ENCFF241KPE/@@download/ENCFF241KPE.bed.gz				released	s3://encode-public/2018/06/08/704cac3f-e0d3-4e54-ae10-6cf3f23975d6/ENCFF241KPE.bed.gz	mixed read lengths		
ENCFF114EUH	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR906ZJF	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										SDAD1-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF113QBT/, /files/ENCFF226CUA/, /files/ENCFF946AMH/, /files/ENCFF269URO/, /files/ENCFF169ZAH/, /files/ENCFF913FPP/	1808	Gene Yeo, UCSD	aab0dddf8548027233e526d9bf3e346d		https://www.encodeproject.org/files/ENCFF114EUH/@@download/ENCFF114EUH.bed.gz				released	s3://encode-public/2018/12/03/064558a8-0378-4b40-8d97-816a2f4b6458/ENCFF114EUH.bed.gz	mixed read lengths		
ENCFF470JIH	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR291XPT	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										PUS1-human	RNA				ultraviolet irradiation	strand-specific	2016-09-21	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF268XIE/, /files/ENCFF489AEX/, /files/ENCFF334MWZ/, /files/ENCFF283DWL/, /files/ENCFF990JXJ/, /files/ENCFF039QTN/	657	Gene Yeo, UCSD	340720b13f1fe9faace2dc52c37302ad		https://www.encodeproject.org/files/ENCFF470JIH/@@download/ENCFF470JIH.bed.gz				released	s3://encode-public/2018/06/08/8190b918-40a2-447e-b2d0-734c51a38807/ENCFF470JIH.bed.gz			
ENCFF247NXL	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR291XPT	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										PUS1-human	RNA				ultraviolet irradiation	strand-specific	2016-09-21	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF389JHH/, /files/ENCFF824TUZ/, /files/ENCFF292NQE/, /files/ENCFF269URO/, /files/ENCFF904FWY/, /files/ENCFF098UHH/	895	Gene Yeo, UCSD	1337ad1d93b97fe3523833e50a769e55		https://www.encodeproject.org/files/ENCFF247NXL/@@download/ENCFF247NXL.bed.gz				released	s3://encode-public/2018/12/03/47290710-0cb3-45d7-802d-250fa5f8c881/ENCFF247NXL.bed.gz			
ENCFF990JXJ	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR291XPT	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										PUS1-human	RNA				ultraviolet irradiation	strand-specific	2016-09-21	ENCODE		see document	175-300	1	1_1							/files/ENCFF334MWZ/, /files/ENCFF283DWL/	192386	Gene Yeo, UCSD	93a8a12ef28e67458cbe3c9ad40a1ad7		https://www.encodeproject.org/files/ENCFF990JXJ/@@download/ENCFF990JXJ.bed.gz				released	s3://encode-public/2016/11/30/7e53d8cf-e710-4919-94a7-9926d0c7ffb4/ENCFF990JXJ.bed.gz			
ENCFF268XIE	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR291XPT	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										PUS1-human	RNA				ultraviolet irradiation	strand-specific	2016-09-21	ENCODE		see document	175-300	2	2_1							/files/ENCFF489AEX/, /files/ENCFF283DWL/	789412	Gene Yeo, UCSD	fa6520ebdd0e51d6e607b43ae650ef16		https://www.encodeproject.org/files/ENCFF268XIE/@@download/ENCFF268XIE.bed.gz				released	s3://encode-public/2016/11/30/5fe5816c-388e-409c-8897-3413a7b4cfe2/ENCFF268XIE.bed.gz			
ENCFF389JHH	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR291XPT	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										PUS1-human	RNA				ultraviolet irradiation	strand-specific	2016-09-21	ENCODE		see document	175-300	1	1_1							/files/ENCFF824TUZ/, /files/ENCFF292NQE/	188109	Gene Yeo, UCSD	5bdebfe00be11b81e89b3cc5996f66e9		https://www.encodeproject.org/files/ENCFF389JHH/@@download/ENCFF389JHH.bed.gz				released	s3://encode-public/2016/11/30/0df74124-d36b-4e12-8f38-ee1321bf7fc6/ENCFF389JHH.bed.gz			
ENCFF904FWY	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR291XPT	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										PUS1-human	RNA				ultraviolet irradiation	strand-specific	2016-09-21	ENCODE		see document	175-300	2	2_1							/files/ENCFF098UHH/, /files/ENCFF292NQE/	758914	Gene Yeo, UCSD	fd4d0256f66c626c33c9faa1515d4a7f		https://www.encodeproject.org/files/ENCFF904FWY/@@download/ENCFF904FWY.bed.gz				released	s3://encode-public/2016/11/30/261aea8b-e86c-4e27-bca6-731223039860/ENCFF904FWY.bed.gz			
ENCFF187VMX	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR267OLV	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										SF3B4-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF379LAL/, /files/ENCFF477PBU/, /files/ENCFF013ZHF/, /files/ENCFF503WPM/, /files/ENCFF039QTN/, /files/ENCFF658CBT/	234785	Gene Yeo, UCSD	a6eef7a044e4f3f5b0399ae4f3ef104c		https://www.encodeproject.org/files/ENCFF187VMX/@@download/ENCFF187VMX.bed.gz				released	s3://encode-public/2018/06/08/791ef774-13bd-4bb7-9056-761af11b0195/ENCFF187VMX.bed.gz	mixed read lengths		
ENCFF649GEE	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR267OLV	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										SF3B4-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF788PZS/, /files/ENCFF173BOO/, /files/ENCFF735PKL/, /files/ENCFF269URO/, /files/ENCFF498SRM/, /files/ENCFF095KWC/	227953	Gene Yeo, UCSD	ead9fc351a5452449ccbf1de150cb182		https://www.encodeproject.org/files/ENCFF649GEE/@@download/ENCFF649GEE.bed.gz				released	s3://encode-public/2018/12/03/910040d6-abb6-43db-94dd-5c87f42ff4ea/ENCFF649GEE.bed.gz	mixed read lengths		
ENCFF013ZHF	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR267OLV	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										SF3B4-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1	1_1							/files/ENCFF379LAL/, /files/ENCFF503WPM/	1339023	Gene Yeo, UCSD	d86889480d55b2a06af5c3c55ab7d884		https://www.encodeproject.org/files/ENCFF013ZHF/@@download/ENCFF013ZHF.bed.gz				released	s3://encode-public/2016/11/30/f1218d0e-d78c-4131-a4cc-46edbe745ab0/ENCFF013ZHF.bed.gz	mixed read lengths		
ENCFF658CBT	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR267OLV	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										SF3B4-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	2	2_1							/files/ENCFF477PBU/, /files/ENCFF503WPM/	1332347	Gene Yeo, UCSD	c171737e50dafa4f87e00f160c522bdc		https://www.encodeproject.org/files/ENCFF658CBT/@@download/ENCFF658CBT.bed.gz				released	s3://encode-public/2016/11/30/a688a43c-3a46-40ef-8229-0ec09e73bf22/ENCFF658CBT.bed.gz	mixed read lengths		
ENCFF498SRM	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR267OLV	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										SF3B4-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	2	2_1							/files/ENCFF173BOO/, /files/ENCFF735PKL/	1329190	Gene Yeo, UCSD	7a773f99024205b61be5c543c3bc48cb		https://www.encodeproject.org/files/ENCFF498SRM/@@download/ENCFF498SRM.bed.gz				released	s3://encode-public/2016/11/30/315e6cfb-0f09-40b8-b91d-a6a82b8af0d2/ENCFF498SRM.bed.gz	mixed read lengths		
ENCFF788PZS	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR267OLV	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										SF3B4-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1	1_1							/files/ENCFF095KWC/, /files/ENCFF735PKL/	1336726	Gene Yeo, UCSD	e607899a3464bc4b3b4815f86730c10f		https://www.encodeproject.org/files/ENCFF788PZS/@@download/ENCFF788PZS.bed.gz				released	s3://encode-public/2016/11/30/cdfc2934-5143-4aea-89aa-5b83cb204cb3/ENCFF788PZS.bed.gz	mixed read lengths		
ENCFF764SZR	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR069EVH	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										FUS-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF763LLF/, /files/ENCFF481NLU/	2431127	Gene Yeo, UCSD	a9d18ceaa11661e1968b7e5429c8cb04		https://www.encodeproject.org/files/ENCFF764SZR/@@download/ENCFF764SZR.bed.gz				released	s3://encode-public/2018/04/29/80cdc34a-be70-4e2a-9843-85877c5d764d/ENCFF764SZR.bed.gz			
ENCFF446LST	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR069EVH	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										FUS-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF297CPZ/, /files/ENCFF481NLU/	2198877	Gene Yeo, UCSD	921e644e37d317ab49f279037ab67117		https://www.encodeproject.org/files/ENCFF446LST/@@download/ENCFF446LST.bed.gz				released	s3://encode-public/2018/04/29/a3d180e9-3902-4a1b-b1c4-afff903cc058/ENCFF446LST.bed.gz			
ENCFF443KJS	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR069EVH	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										FUS-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF210ZRQ/, /files/ENCFF447LJU/	2192497	Gene Yeo, UCSD	379c86f4a8f6b991af2c2e7e8574d6b1		https://www.encodeproject.org/files/ENCFF443KJS/@@download/ENCFF443KJS.bed.gz				released	s3://encode-public/2018/04/29/fba93573-04b3-438d-95f8-44037c6514f9/ENCFF443KJS.bed.gz			
ENCFF565ILV	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR069EVH	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										FUS-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF341YQM/, /files/ENCFF447LJU/	2392504	Gene Yeo, UCSD	ea485ed66404da4524ae67556ef7a2bd		https://www.encodeproject.org/files/ENCFF565ILV/@@download/ENCFF565ILV.bed.gz				released	s3://encode-public/2018/04/29/e3313a8b-e0c9-49d5-a4cd-1992ee518dd6/ENCFF565ILV.bed.gz			
ENCFF777FHS	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR069EVH	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										FUS-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF297CPZ/, /files/ENCFF763LLF/, /files/ENCFF764SZR/, /files/ENCFF039QTN/, /files/ENCFF481NLU/, /files/ENCFF446LST/	98568	Gene Yeo, UCSD	b012a3dd495797ca17017a2386bb9fb4		https://www.encodeproject.org/files/ENCFF777FHS/@@download/ENCFF777FHS.bed.gz				released	s3://encode-public/2018/06/08/0ce2ff3e-1562-477f-8473-c612c5ca7176/ENCFF777FHS.bed.gz			
ENCFF861KMV	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR069EVH	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										FUS-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF447LJU/, /files/ENCFF341YQM/, /files/ENCFF269URO/, /files/ENCFF565ILV/, /files/ENCFF210ZRQ/, /files/ENCFF443KJS/	101484	Gene Yeo, UCSD	ffa6504ad718e8184abb6b7588782733		https://www.encodeproject.org/files/ENCFF861KMV/@@download/ENCFF861KMV.bed.gz				released	s3://encode-public/2018/12/03/176f56a4-0aab-4401-957b-ba80624d58dc/ENCFF861KMV.bed.gz			
ENCFF325SFV	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR606BPV	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										AQR-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF345VSH/, /files/ENCFF122NOF/	2373367	Gene Yeo, UCSD	f4b2c74420e7d20f0343aa310dda45f8		https://www.encodeproject.org/files/ENCFF325SFV/@@download/ENCFF325SFV.bed.gz				released	s3://encode-public/2018/04/29/16d5e331-aa73-4c3a-a96f-44363ed33dc4/ENCFF325SFV.bed.gz			
ENCFF465QKS	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR606BPV	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										AQR-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF235BMH/, /files/ENCFF122NOF/	1719408	Gene Yeo, UCSD	e962b809823ab1cec786bd82c5693003		https://www.encodeproject.org/files/ENCFF465QKS/@@download/ENCFF465QKS.bed.gz				released	s3://encode-public/2018/04/29/9e6c84b1-1058-4e53-86aa-4e7e3797519d/ENCFF465QKS.bed.gz			
ENCFF240IEE	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR606BPV	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										AQR-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF436KLO/, /files/ENCFF899ROO/	1693097	Gene Yeo, UCSD	a596dcd94eea0dff72bbf250e6a1a725		https://www.encodeproject.org/files/ENCFF240IEE/@@download/ENCFF240IEE.bed.gz				released	s3://encode-public/2018/04/29/ea4ce3ab-4ff9-439f-8d5f-c455e6c28d1c/ENCFF240IEE.bed.gz			
ENCFF620JUD	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR606BPV	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										AQR-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF374DAW/, /files/ENCFF899ROO/	2328335	Gene Yeo, UCSD	18f86f91b9e1928616a3a859c81745a4		https://www.encodeproject.org/files/ENCFF620JUD/@@download/ENCFF620JUD.bed.gz				released	s3://encode-public/2018/04/29/2e16fb12-7796-49f0-8bd3-01d11c829108/ENCFF620JUD.bed.gz			
